TRANSCRIPT_ID	GENE_NAME
ENST00000614219.1	Metazoa_SRP
ENST00000480485.2	AC006517.1
ENST00000536322.1	AC124891.1
ENST00000607111.2	NANOGP1
ENST00000525030.5	NANOGP1
ENST00000533382.2	AC007536.1
ENST00000075120.12	SLC2A3
ENST00000661633.1	AC006511.6
ENST00000383909.1	Y_RNA
ENST00000470614.1	AC006511.1
ENST00000631571.1	AC006511.4
ENST00000429127.2	HSPD1P12
ENST00000388966.4	AC006511.2
ENST00000162391.8	FOXJ2
ENST00000428177.2	FOXJ2
ENST00000307637.5	C3AR1
ENST00000639955.1	NECAP1
ENST00000624929.1	AC006511.3
ENST00000638237.1	NECAP1
ENST00000339754.11	NECAP1
ENST00000639811.1	NECAP1
ENST00000639167.1	NECAP1
ENST00000546339.2	AC006511.5
ENST00000229332.11	CLEC4A
ENST00000345999.9	CLEC4A
ENST00000352620.9	CLEC4A
ENST00000360500.5	CLEC4A
ENST00000428824.4	POU5F1P3
ENST00000402465.8	AC092111.3
ENST00000538792.1	GCSHP4
ENST00000610508.4	ZNF705A
ENST00000359286.4	ZNF705A
ENST00000541558.5	FAM66C
ENST00000535567.5	FAM66C
ENST00000653230.1	FAM66C
ENST00000491870.1	DEFB109F
ENST00000542600.1	DEFB109F
ENST00000611627.1	AC092111.2
ENST00000618256.1	AC092111.1
ENST00000307435.10	FAM90A1
ENST00000538603.6	FAM90A1
ENST00000437882.3	ALG1L10P
ENST00000338711.9	FAM86FP
ENST00000427893.2	FAM86FP
ENST00000304751.9	LINC02449
ENST00000666548.1	LINC02449
ENST00000669735.1	AC092745.5
ENST00000541031.2	ENPP7P5
ENST00000656887.1	AC092745.4
ENST00000544461.1	LINC00937
ENST00000537764.1	AC092745.2
ENST00000535746.5	AC092745.1
ENST00000539795.1	AC092745.1
ENST00000622868.1	AC092745.3
ENST00000479743.1	RPS3AP43
ENST00000411880.3	AC092745.2
ENST00000538304.1	LINC00937
ENST00000641832.1	AC092865.4
ENST00000642101.1	AC092865.3
ENST00000545435.1	AC092865.2
ENST00000425390.2	OR7E140P
ENST00000439409.2	OR7E148P
ENST00000544395.1	OR7E149P
ENST00000382073.4	CLEC6A
ENST00000477936.2	AC092865.1
ENST00000364910.1	RNU6-275P
ENST00000501248.2	SUPT4H1P2
ENST00000299665.3	CLEC4D
ENST00000299663.8	CLEC4E
ENST00000446457.6	CLEC4E
ENST00000545274.5	CLEC4E
ENST00000542819.1	AC092746.1
ENST00000459455.1	Y_RNA
ENST00000516918.1	AC092184.1
ENST00000229335.11	AICDA
ENST00000537228.5	AICDA
ENST00000625042.1	AC092184.2
ENST00000540341.1	HADHAP2
ENST00000359478.7	MFAP5
ENST00000433590.6	MFAP5
ENST00000396549.6	MFAP5
ENST00000543369.5	MFAP5
ENST00000535336.5	MFAP5
ENST00000540087.5	MFAP5
ENST00000544922.1	AC092490.2
ENST00000545370.1	AC092490.3
ENST00000357529.7	RIMKLB
ENST00000535829.6	RIMKLB
ENST00000538135.5	RIMKLB
ENST00000619374.4	RIMKLB
ENST00000497462.2	RPSAP51
ENST00000537288.1	A2ML1-AS1
ENST00000540299.1	AC092490.1
ENST00000514568.2	AC092490.1
ENST00000394240.3	A2ML1-AS2
ENST00000299698.12	A2ML1
ENST00000539547.5	A2ML1
ENST00000631830.1	AC006581.2
ENST00000544916.6	PHC1
ENST00000543824.5	PHC1
ENST00000433083.6	PHC1
ENST00000000412.8	M6PR
ENST00000536844.5	M6PR
ENST00000545706.1	AC006581.1
ENST00000356986.8	KLRG1
ENST00000266551.8	KLRG1
ENST00000391992.3	HNRNPA1P34
ENST00000544463.1	VDAC2P2
ENST00000538094.1	LINC00612
ENST00000667950.1	A2M-AS1
ENST00000499762.2	A2M-AS1
ENST00000318602.11	A2M
ENST00000540749.1	KRT17P8
ENST00000540396.1	BTG1P1
ENST00000261336.7	PZP
ENST00000448968.2	TPT1P12
ENST00000543404.5	A2MP1
ENST00000566278.6	A2MP1
ENST00000635744.1	MIR1244-3
ENST00000426188.2	PTMAP4
ENST00000427111.4	LINC00987
ENST00000647751.1	AC010175.1
ENST00000538219.1	LINC00987
ENST00000539757.1	AC009533.1
ENST00000391138.1	SNORA75
ENST00000543664.1	AC009533.2
ENST00000659900.1	AC009533.3
ENST00000652834.1	LINC02367
ENST00000659516.1	AC009533.4
ENST00000567749.1	LINC02367
ENST00000540982.1	AC141557.1
ENST00000621330.1	AC141557.2
ENST00000432996.2	DDX12P
ENST00000391130.1	SNORA75
ENST00000641608.1	AC092821.3
ENST00000641304.1	AC092821.3
ENST00000641639.2	AC092821.1
ENST00000545710.1	AC092821.2
ENST00000520314.2	AC092821.1
ENST00000229402.4	KLRB1
ENST00000633848.1	AC092821.3
ENST00000391043.1	RNU6-700P
ENST00000611052.4	AC092821.3
ENST00000576948.5	AC092821.3
ENST00000426641.3	GOT2P3
ENST00000573622.1	AC010186.4
ENST00000671276.1	AC010186.1
ENST00000575094.5	AC010186.2
ENST00000537668.1	AC010186.2
ENST00000537616.1	AC010186.3
ENST00000261340.11	CLEC2D
ENST00000290855.11	CLEC2D
ENST00000543300.5	CLEC2D
ENST00000545918.5	CLEC2D
ENST00000261339.10	CLEC2D
ENST00000396690.2	AC007068.1
ENST00000541404.1	LINC02390
ENST00000621400.4	CLECL1
ENST00000327839.3	CLECL1
ENST00000228434.7	CD69
ENST00000536709.1	CD69
ENST00000543168.1	AC007068.2
ENST00000617793.4	KLRF1
ENST00000617889.5	KLRF1
ENST00000279545.7	KLRF1
ENST00000354855.7	KLRF1
ENST00000537723.5	KLRF1
ENST00000228438.2	CLEC2B
ENST00000538152.1	CLEC2B
ENST00000545258.1	AC091814.1
ENST00000535540.1	KLRF2
ENST00000339766.8	CLEC2A
ENST00000455827.2	CLEC2A
ENST00000663603.1	LINC02470
ENST00000655933.1	LINC02470
ENST00000420905.1	CLEC12A-AS1
ENST00000355690.8	CLEC12A
ENST00000304361.9	CLEC12A
ENST00000434319.6	CLEC12A
ENST00000350667.4	CLEC12A
ENST00000428126.6	CLEC1B
ENST00000298527.10	CLEC1B
ENST00000348658.4	CLEC1B
ENST00000396502.5	CLEC12B
ENST00000338896.10	CLEC12B
ENST00000544225.1	AC024224.2
ENST00000355819.6	CLEC9A
ENST00000538284.1	AC024224.1
ENST00000315330.8	CLEC1A
ENST00000457018.6	CLEC1A
ENST00000420265.2	CLEC1A
ENST00000411110.1	RN7SKP161
ENST00000406003.2	HNRNPABP1
ENST00000353231.9	CLEC7A
ENST00000298523.9	CLEC7A
ENST00000396484.6	CLEC7A
ENST00000304084.12	CLEC7A
ENST00000533022.5	CLEC7A
ENST00000310002.4	CLEC7A
ENST00000525605.1	CLEC7A
ENST00000309539.8	OLR1
ENST00000544577.5	OLR1
ENST00000543993.5	OLR1
ENST00000545927.5	OLR1
ENST00000432556.6	OLR1
ENST00000381923.6	TMEM52B
ENST00000298530.7	TMEM52B
ENST00000421801.6	GABARAPL1
ENST00000544284.5	GABARAPL1
ENST00000545047.5	GABARAPL1
ENST00000266458.10	GABARAPL1
ENST00000629504.1	GABARAPL1
ENST00000543602.5	GABARAPL1
ENST00000545887.1	GABARAPL1
ENST00000546017.5	GABARAPL1
ENST00000535576.5	GABARAPL1
ENST00000539170.5	GABARAPL1
ENST00000538416.1	AC115676.1
ENST00000381908.7	KLRD1
ENST00000350274.9	KLRD1
ENST00000336164.9	KLRD1
ENST00000543420.5	KLRD1
ENST00000543777.5	KLRD1
ENST00000539009.1	LINC02617
ENST00000535911.1	LINC02598
ENST00000663376.1	AC022075.1
ENST00000665123.1	AC022075.1
ENST00000500682.1	AC022075.1
ENST00000654540.1	AC022075.1
ENST00000240618.11	KLRK1
ENST00000539300.5	KLRC4-KLRK1
ENST00000540818.5	KLRK1
ENST00000309384.2	KLRC4
ENST00000396439.6	KLRC3
ENST00000539033.1	AC068775.1
ENST00000381903.2	KLRC3
ENST00000381902.6	KLRC2
ENST00000619500.4	KLRC2
ENST00000381901.5	KLRC2
ENST00000536833.6	KLRC2
ENST00000536188.5	KLRC1
ENST00000359151.7	KLRC1
ENST00000408006.7	KLRC1
ENST00000347831.9	KLRC1
ENST00000544822.2	KLRC1
ENST00000322446.3	EIF2S3B
ENST00000538173.1	EIF2S3B
ENST00000537614.1	SLC25A39P2
ENST00000652990.1	LINC02446
ENST00000544591.1	LINC02446
ENST00000535939.5	KLRA1P
ENST00000510134.6	KLRA1P
ENST00000503499.1	KLRA1P
ENST00000320756.7	MAGOHB
ENST00000539554.5	MAGOHB
ENST00000625272.1	MAGOHB
ENST00000075503.8	STYK1
ENST00000279550.11	YBX3
ENST00000228251.9	YBX3
ENST00000669563.1	LINC02366
ENST00000412576.3	HSPE1P12
ENST00000240687.2	TAS2R7
ENST00000240615.2	TAS2R8
ENST00000240691.4	TAS2R9
ENST00000240619.2	TAS2R10
ENST00000541449.1	AC006518.1
ENST00000544994.5	PRR4
ENST00000228811.8	PRR4
ENST00000536668.2	AC018630.2
ENST00000540107.2	PRR4
ENST00000543626.4	PRH1
ENST00000539853.5	PRH1
ENST00000542513.1	AC006518.2
ENST00000544947.1	AC006518.2
ENST00000390677.2	TAS2R13
ENST00000381847.7	PRH2
ENST00000396400.4	PRH2
ENST00000537503.1	TAS2R14
ENST00000390674.2	TAS2R15P
ENST00000506868.1	TAS2R50
ENST00000538986.1	TAS2R20
ENST00000390673.2	TAS2R19
ENST00000390675.2	TAS2R31
ENST00000541376.1	TAS2R63P
ENST00000533467.1	TAS2R46
ENST00000534866.1	TAS2R64P
ENST00000422992.2	TAS2R64P
ENST00000531678.1	TAS2R43
ENST00000542637.1	AC018630.1
ENST00000539585.1	TAS2R30
ENST00000535136.1	AC134349.2
ENST00000543969.1	AC134349.1
ENST00000622602.2	SMIM10L1
ENST00000334266.1	TAS2R42
ENST00000542152.1	AC244131.1
ENST00000612592.1	AC244131.2
ENST00000381842.7	PRB3
ENST00000538488.2	PRB3
ENST00000279575.5	PRB4
ENST00000621732.4	PRB4
ENST00000535904.5	PRB4
ENST00000445719.2	PRB4
ENST00000545626.5	PRB1
ENST00000500254.6	PRB1
ENST00000546254.3	PRB1
ENST00000389362.6	PRB2
ENST00000538349.5	AC078950.1
ENST00000542062.5	AC078950.1
ENST00000540635.1	AC078950.1
ENST00000453927.2	HIGD1AP8
ENST00000614709.1	AC007450.4
ENST00000620115.1	AC007450.3
ENST00000603334.1	DDX55P1
ENST00000614160.1	AC007450.2
ENST00000536492.1	AC007450.1
ENST00000515938.1	RNU7-60P
ENST00000499291.6	LINC01252
ENST00000396373.8	ETV6
ENST00000589718.5	BCL2L14
ENST00000586576.5	BCL2L14
ENST00000308721.9	BCL2L14
ENST00000266434.8	BCL2L14
ENST00000396367.5	BCL2L14
ENST00000539347.1	PTMAP9
ENST00000636813.1	MIR1244-4
ENST00000261349.9	LRP6
ENST00000543091.1	LRP6
ENST00000472093.2	AC007537.1
ENST00000362681.1	RNU6-545P
ENST00000604544.1	AC007621.1
ENST00000384283.1	RNU6-318P
ENST00000535902.6	MANSC1
ENST00000396349.3	MANSC1
ENST00000545735.1	MANSC1
ENST00000494341.2	RPL23AP66
ENST00000381800.3	LOH12CR2
ENST00000314565.9	BORCS5
ENST00000542728.5	BORCS5
ENST00000298571.6	BORCS5
ENST00000605743.1	AC007619.2
ENST00000298573.9	DUSP16
ENST00000228862.3	DUSP16
ENST00000544086.1	AC007619.1
ENST00000483524.2	AC092824.1
ENST00000228865.3	CREBL2
ENST00000605378.1	RPL21P136
ENST00000619780.1	AC008115.4
ENST00000651487.1	GPR19
ENST00000540510.1	GPR19
ENST00000332427.6	GPR19
ENST00000539988.1	AC008115.2
ENST00000228872.9	CDKN1B
ENST00000396340.1	CDKN1B
ENST00000614874.1	AC008115.3
ENST00000542291.1	AC008115.1
ENST00000326765.10	APOLD1
ENST00000385248.1	MIR613
ENST00000603161.1	STX8P1
ENST00000356591.4	APOLD1
ENST00000352940.8	DDX47
ENST00000358007.7	DDX47
ENST00000464893.1	AC007215.1
ENST00000475592.2	AC007688.2
ENST00000459725.1	RPL13AP20
ENST00000014914.5	GPRC5A
ENST00000648791.1	GPRC5A
ENST00000385082.1	MIR614
ENST00000660059.1	GPRC5D-AS1
ENST00000536029.1	GPRC5D-AS1
ENST00000228887.5	GPRC5D
ENST00000396333.3	GPRC5D
ENST00000545158.1	AC007688.3
ENST00000408684.1	AC007688.1
ENST00000014930.9	HEBP1
ENST00000499948.2	GPRC5D-AS1
ENST00000536942.1	HEBP1
ENST00000624664.1	HTR7P1
ENST00000543321.1	AC023790.2
ENST00000538670.1	HTR7P1
ENST00000482174.2	AC023790.1
ENST00000197268.13	FAM234B
ENST00000651961.1	GSG1
ENST00000337630.10	GSG1
ENST00000396302.7	GSG1
ENST00000457134.6	GSG1
ENST00000432710.6	GSG1
ENST00000537302.5	GSG1
ENST00000351606.10	GSG1
ENST00000431267.2	EMP1
ENST00000544053.5	EMP1
ENST00000256951.10	EMP1
ENST00000396301.7	EMP1
ENST00000537612.1	EMP1
ENST00000664966.1	AC022276.1
ENST00000318426.6	LINC01559
ENST00000531049.1	LINC01559
ENST00000364606.1	RNA5SP353
ENST00000365039.1	RNU6-590P
ENST00000535528.1	AC007527.1
ENST00000543347.1	AC007527.1
ENST00000609686.3	GRIN2B
ENST00000621825.1	AC007527.2
ENST00000652867.1	AC007535.1
ENST00000363605.1	RN7SKP162
ENST00000546187.1	AC092470.1
ENST00000544546.1	AC135001.1
ENST00000538329.1	AC092112.1
ENST00000535821.1	MRPS18CP4
ENST00000516099.1	RNU6-491P
ENST00000541815.1	GNAI2P1
ENST00000598995.1	RPL30P11
ENST00000495304.3	RPL30P11
ENST00000509114.2	RPL30P11
ENST00000261168.8	ATF7IP
ENST00000543189.5	ATF7IP
ENST00000536444.5	ATF7IP
ENST00000544627.5	ATF7IP
ENST00000540793.5	ATF7IP
ENST00000240617.10	PLBD1
ENST00000655882.1	AC008114.1
ENST00000363960.1	RN7SKP134
ENST00000542401.2	PLBD1-AS1
ENST00000261170.5	GUCY2C
ENST00000501178.2	AC010168.1
ENST00000562691.2	AC010168.2
ENST00000539745.1	HIST4H4
ENST00000544848.2	H2AFJ
ENST00000261167.7	WBP11
ENST00000330828.3	C12orf60
ENST00000316048.2	SMCO3
ENST00000651868.1	AC007655.2
ENST00000228936.6	ART4
ENST00000444324.2	AC007655.1
ENST00000539261.6	MGP
ENST00000228938.5	MGP
ENST00000266397.7	ERP27
ENST00000540097.1	ERP27
ENST00000228945.9	ARHGDIB
ENST00000541644.5	ARHGDIB
ENST00000541546.5	ARHGDIB
ENST00000266395.3	PDE6H
ENST00000542689.2	LINC01489
ENST00000256953.6	RERG
ENST00000538313.5	RERG
ENST00000536465.5	RERG
ENST00000546331.5	RERG
ENST00000537647.5	RERG
ENST00000539734.1	RERG-IT1
ENST00000541243.1	RERG-AS1
ENST00000428182.2	METTL8P1
ENST00000281171.9	PTPRO
ENST00000543886.5	PTPRO
ENST00000348962.6	PTPRO
ENST00000469884.1	AC092183.1
ENST00000442921.6	PTPRO
ENST00000445537.6	PTPRO
ENST00000542557.5	PTPRO
ENST00000544244.5	PTPRO
ENST00000281172.10	EPS8
ENST00000543523.5	EPS8
ENST00000644374.1	EPS8
ENST00000646918.1	EPS8
ENST00000642939.1	EPS8
ENST00000645775.1	EPS8
ENST00000646828.1	EPS8
ENST00000647224.1	EPS8
ENST00000642278.1	EPS8
ENST00000646123.1	EPS8
ENST00000647087.1	EPS8
ENST00000543612.5	EPS8
ENST00000540613.5	EPS8
ENST00000542903.1	EPS8
ENST00000363235.1	RNU6-251P
ENST00000544015.1	AC073651.1
ENST00000544148.1	AC073651.2
ENST00000419869.7	STRAP
ENST00000025399.10	STRAP
ENST00000428559.7	DERA
ENST00000532964.5	DERA
ENST00000526530.1	DERA
ENST00000541727.1	EGLN3P1
ENST00000344941.3	SLC15A5
ENST00000010404.6	MGST1
ENST00000396210.8	MGST1
ENST00000535309.5	MGST1
ENST00000540056.5	MGST1
ENST00000396209.5	MGST1
ENST00000396207.1	MGST1
ENST00000537175.1	SUPT16HP1
ENST00000667547.1	AC007528.1
ENST00000540992.1	AC007552.1
ENST00000537304.6	LMO3
ENST00000616247.4	LMO3
ENST00000261169.10	LMO3
ENST00000541295.5	LMO3
ENST00000354662.5	LMO3
ENST00000441439.6	LMO3
ENST00000447609.5	LMO3
ENST00000320122.10	LMO3
ENST00000540848.5	LMO3
ENST00000535535.5	LMO3
ENST00000534946.5	LMO3
ENST00000540445.5	LMO3
ENST00000541846.5	LMO3
ENST00000541892.1	AC007552.2
ENST00000637435.1	AC007529.2
ENST00000418574.3	AC007529.1
ENST00000444513.2	AC023512.1
ENST00000325349.6	EEF1A1P16
ENST00000671332.1	AC092793.1
ENST00000667066.1	AC092793.1
ENST00000391056.1	RNU6-837P
ENST00000649143.1	AC092110.1
ENST00000481703.2	RPL7P40
ENST00000536820.1	PSMC1P8
ENST00000545713.1	TIMM17BP1
ENST00000669683.1	AC048352.1
ENST00000540399.1	LINC02378
ENST00000657845.1	LINC02378
ENST00000654525.1	AC048352.1
ENST00000663525.1	AC048352.1
ENST00000660415.1	AC048352.1
ENST00000671474.1	AC048352.1
ENST00000637126.1	MIR3974
ENST00000383935.1	Y_RNA
ENST00000229002.6	RERGL
ENST00000538724.5	RERGL
ENST00000536890.1	RERGL
ENST00000535651.5	PIK3C2G
ENST00000433979.5	PIK3C2G
ENST00000538779.5	PIK3C2G
ENST00000266497.9	PIK3C2G
ENST00000543144.1	NDFIP1P1
ENST00000535964.1	AC092851.1
ENST00000543668.1	ZKSCAN7P1
ENST00000648272.1	PLCZ1
ENST00000266505.12	PLCZ1
ENST00000534932.5	PLCZ1
ENST00000538330.5	PLCZ1
ENST00000539875.5	PLCZ1
ENST00000396338.3	PSMC1P9
ENST00000536931.1	AC087242.1
ENST00000317658.5	CAPZA3
ENST00000480903.1	RPL7P6
ENST00000502742.2	MEF2BNBP1
ENST00000540972.5	PLEKHA5
ENST00000429027.6	PLEKHA5
ENST00000539256.5	PLEKHA5
ENST00000299275.10	PLEKHA5
ENST00000538714.5	PLEKHA5
ENST00000501211.2	AC092828.1
ENST00000481078.3	RN7SL459P
ENST00000424268.5	PLEKHA5
ENST00000492147.3	RN7SL67P
ENST00000541908.5	AEBP2
ENST00000543528.1	PDCD5P1
ENST00000603848.1	AC091805.2
ENST00000266508.14	AEBP2
ENST00000398864.7	AEBP2
ENST00000360995.8	AEBP2
ENST00000363377.1	RNU6-254P
ENST00000359165.5	EEF1A1P4
ENST00000498395.1	AC091805.1
ENST00000669833.1	AC137561.1
ENST00000364015.1	RNU1-146P
ENST00000654522.1	AC024901.1
ENST00000659620.1	AC024901.1
ENST00000414406.2	TCP1P3
ENST00000536666.1	LINC02398
ENST00000656578.1	AC126468.1
ENST00000655208.1	LINC02468
ENST00000655042.1	LINC02468
ENST00000670792.1	LINC02468
ENST00000535755.1	AC129102.1
ENST00000359062.3	PDE3A
ENST00000254302.5	UBE2L2
ENST00000540175.1	AC112777.1
ENST00000540354.5	SLCO1C1
ENST00000266509.6	SLCO1C1
ENST00000545604.5	SLCO1C1
ENST00000545102.1	SLCO1C1
ENST00000381545.7	SLCO1B3
ENST00000261196.6	SLCO1B3
ENST00000381541.7	AC011604.2
ENST00000540229.1	AC011604.2
ENST00000545978.1	AC011604.1
ENST00000421593.6	SLCO1B7
ENST00000590779.5	AC022335.1
ENST00000256958.3	SLCO1B1
ENST00000307378.10	SLCO1A2
ENST00000458504.5	SLCO1A2
ENST00000539393.5	IAPP
ENST00000240652.8	IAPP
ENST00000542023.1	IAPP
ENST00000240651.14	PYROXD1
ENST00000538582.5	PYROXD1
ENST00000540463.1	ELOCP31
ENST00000444129.7	RECQL
ENST00000421138.6	RECQL
ENST00000229314.10	GOLT1B
ENST00000542038.5	GOLT1B
ENST00000540141.5	GOLT1B
ENST00000631252.2	GOLT1B
ENST00000256969.7	SPX
ENST00000535033.5	SPX
ENST00000261195.3	GYS2
ENST00000647960.1	AC010197.2
ENST00000396076.5	LDHB
ENST00000350669.5	LDHB
ENST00000673047.1	LDHB
ENST00000541860.1	AC010197.1
ENST00000542489.1	AC010185.1
ENST00000240662.3	KCNJ8
ENST00000665145.1	KCNJ8
ENST00000667884.1	KCNJ8
ENST00000261200.8	ABCC9
ENST00000261201.8	ABCC9
ENST00000539874.1	AC008250.1
ENST00000615261.1	AC008250.2
ENST00000326684.8	ABCC9
ENST00000538350.5	ABCC9
ENST00000636888.1	ABCC9
ENST00000621589.1	ABCC9
ENST00000541534.1	AC092862.1
ENST00000229329.7	CMAS
ENST00000616957.1	AC007671.1
ENST00000637344.1	SULT6B2P
ENST00000396037.8	ST8SIA1
ENST00000390870.1	RNU1-149P
ENST00000404299.3	ST8SIA1
ENST00000381424.3	ST8SIA1
ENST00000536786.1	AC087318.1
ENST00000333957.8	C2CD5
ENST00000396028.6	C2CD5
ENST00000446597.5	C2CD5
ENST00000536386.5	C2CD5
ENST00000542676.5	C2CD5
ENST00000545552.5	C2CD5
ENST00000543604.1	AC053513.2
ENST00000670175.1	AC053513.1
ENST00000542742.1	LRRC34P1
ENST00000535801.1	AC087241.1
ENST00000542076.1	AC087241.2
ENST00000671733.1	ETNK1
ENST00000335148.8	ETNK1
ENST00000672951.1	ETNK1
ENST00000266517.9	ETNK1
ENST00000538218.2	ETNK1
ENST00000545979.2	ETNK1
ENST00000413794.6	AC084816.1
ENST00000536744.5	AC084816.1
ENST00000628326.1	AC084816.1
ENST00000478056.2	RPS27P22
ENST00000537293.1	AC084819.1
ENST00000538317.6	AC084816.1
ENST00000540895.6	AC084816.1
ENST00000651851.1	AC084816.1
ENST00000540994.1	AC084816.1
ENST00000541288.5	AC084816.1
ENST00000541161.1	AC087258.1
ENST00000534841.1	AC084816.1
ENST00000545400.1	AC087235.2
ENST00000538297.1	AC087235.1
ENST00000451604.7	SOX5
ENST00000381381.6	SOX5
ENST00000537393.5	SOX5
ENST00000646273.1	SOX5
ENST00000396007.6	SOX5
ENST00000545921.5	SOX5
ENST00000541536.6	SOX5
ENST00000546118.1	AC087260.1
ENST00000659413.1	SOX5
ENST00000541847.5	SOX5
ENST00000441133.2	SOX5
ENST00000401373.1	MIR920
ENST00000662250.1	SOX5-AS1
ENST00000668226.1	SOX5-AS1
ENST00000668312.1	SOX5-AS1
ENST00000668875.1	SOX5-AS1
ENST00000660859.1	SOX5-AS1
ENST00000483544.1	LINC00477
ENST00000542108.1	KNOP1P1
ENST00000471411.1	AC087312.1
ENST00000661451.1	AC023796.1
ENST00000669229.1	AC023796.1
ENST00000485238.3	RN7SL38P
ENST00000261192.12	BCAT1
ENST00000538118.5	BCAT1
ENST00000342945.9	BCAT1
ENST00000539282.5	BCAT1
ENST00000539780.5	BCAT1
ENST00000545410.1	AC023796.2
ENST00000625186.1	AC026310.3
ENST00000546353.1	AC026310.2
ENST00000396004.2	AC026310.1
ENST00000623395.3	C12orf77
ENST00000549262.6	C12orf77
ENST00000636465.1	LRMP
ENST00000354454.7	LRMP
ENST00000548766.5	LRMP
ENST00000547044.5	LRMP
ENST00000555897.1	CENPUP2
ENST00000555862.1	AC023510.1
ENST00000622162.1	AC023510.2
ENST00000395987.8	CASC1
ENST00000354189.9	CASC1
ENST00000320267.13	CASC1
ENST00000395990.6	CASC1
ENST00000545133.5	CASC1
ENST00000381356.8	ETFRF1
ENST00000557540.6	ETFRF1
ENST00000555711.5	ETFRF1
ENST00000556885.5	ETFRF1
ENST00000554266.5	ETFRF1
ENST00000556351.5	ETFRF1
ENST00000556927.5	ETFRF1
ENST00000556402.5	ETFRF1
ENST00000553788.5	ETFRF1
ENST00000256078.9	KRAS
ENST00000311936.8	KRAS
ENST00000557334.5	KRAS
ENST00000612734.1	AC092794.1
ENST00000620933.1	AC092794.2
ENST00000556131.1	KRAS
ENST00000622671.1	AC087239.1
ENST00000364569.1	RNU4-67P
ENST00000480211.1	AC092451.1
ENST00000625067.1	AC092451.3
ENST00000538746.1	AC092451.2
ENST00000545422.1	TUBB4BP1
ENST00000282881.10	LMNTD1
ENST00000539744.5	LMNTD1
ENST00000458174.6	LMNTD1
ENST00000445693.5	LMNTD1
ENST00000413632.6	LMNTD1
ENST00000535066.1	AC022367.1
ENST00000411018.1	RN7SKP262
ENST00000536949.1	AC019209.3
ENST00000543961.1	TDGP1
ENST00000545704.1	AC019209.2
ENST00000638058.1	MIR4302
ENST00000544399.1	AC019209.1
ENST00000545729.6	RASSF8-AS1
ENST00000500276.6	RASSF8-AS1
ENST00000658700.1	RASSF8-AS1
ENST00000660703.1	RASSF8-AS1
ENST00000670839.1	RASSF8-AS1
ENST00000669929.1	RASSF8-AS1
ENST00000381352.7	RASSF8
ENST00000405154.6	RASSF8
ENST00000615708.4	RASSF8
ENST00000542865.5	RASSF8
ENST00000541490.5	RASSF8
ENST00000282884.13	RASSF8
ENST00000611440.1	RASSF8
ENST00000242728.5	BHLHE41
ENST00000535914.1	AC022509.3
ENST00000545819.1	AC022509.3
ENST00000540266.5	SSPN
ENST00000671460.1	AC022509.5
ENST00000422622.3	SSPN
ENST00000242729.6	SSPN
ENST00000535504.1	SSPN
ENST00000540392.1	AC022509.2
ENST00000537525.6	AC022509.1
ENST00000621404.1	AC022509.4
ENST00000669209.1	AC055720.1
ENST00000539552.1	AC055720.1
ENST00000535324.1	AC024145.1
ENST00000381340.8	ITPR2
ENST00000537724.1	AC055720.2
ENST00000391247.1	RNA5SP354
ENST00000414098.2	AC023051.1
ENST00000242737.5	ITPR2
ENST00000541141.1	AC023051.2
ENST00000261191.12	INTS13
ENST00000229395.8	FGFR1OP2
ENST00000546072.5	FGFR1OP2
ENST00000327214.5	FGFR1OP2
ENST00000343028.9	TM7SF3
ENST00000500632.1	AC024896.1
ENST00000546323.5	MED21
ENST00000282892.4	MED21
ENST00000620519.1	AC092747.4
ENST00000429849.2	C12orf71
ENST00000603769.1	AC092747.3
ENST00000538920.1	AC092747.1
ENST00000545069.1	AC092747.2
ENST00000540595.1	AC092747.1
ENST00000389032.8	STK38L
ENST00000544915.5	ARNTL2
ENST00000395901.6	ARNTL2
ENST00000546179.5	ARNTL2
ENST00000311001.9	ARNTL2
ENST00000261178.9	ARNTL2
ENST00000266503.9	ARNTL2
ENST00000542388.1	ARNTL2
ENST00000500498.2	ARNTL2-AS1
ENST00000298876.8	SMCO2
ENST00000416383.5	SMCO2
ENST00000535986.1	SMCO2
ENST00000542842.1	RARSP1
ENST00000545334.5	PPFIBP1
ENST00000537927.5	PPFIBP1
ENST00000228425.11	PPFIBP1
ENST00000318304.12	PPFIBP1
ENST00000535047.5	PPFIBP1
ENST00000542629.5	PPFIBP1
ENST00000506925.2	AC087257.1
ENST00000538759.1	AC087257.2
ENST00000542428.1	AC009509.3
ENST00000536317.5	AC009509.1
ENST00000310791.4	REP15
ENST00000619202.1	AC009509.4
ENST00000418882.2	HMGB1P49
ENST00000538640.2	AC009509.2
ENST00000081029.8	MRPS35
ENST00000538315.5	MRPS35
ENST00000516776.1	Y_RNA
ENST00000381273.3	MANSC4
ENST00000545904.1	AC009511.2
ENST00000381271.7	KLHL42
ENST00000543527.1	AC009511.1
ENST00000364742.1	RN7SKP15
ENST00000616635.1	AC009511.3
ENST00000545989.1	AC008011.1
ENST00000395872.5	PTHLH
ENST00000545234.6	PTHLH
ENST00000539239.5	PTHLH
ENST00000538113.1	AC008011.2
ENST00000538310.1	PTHLH
ENST00000201015.8	PTHLH
ENST00000535992.5	PTHLH
ENST00000395868.7	PTHLH
ENST00000473753.2	AC022364.1
ENST00000457963.2	AC022364.2
ENST00000619739.1	AC022079.2
ENST00000617468.1	AC022364.1
ENST00000539107.5	CCDC91
